tipo,marca,modelo,anio,precio,caracteristica
AUTOMOVIL,Kia,Cerato,2015,42561,5
CAMIONETA,Chevrolet,Silverado,2005,51548,1338
AUTOMOVIL,Nissan,Versa,2016,43150,4
AUTOMOVIL,Chevrolet,Cruze,2006,40137,5
CAMIONETA,Toyota,Tacoma,2017,55739,1479
AUTOMOVIL,Honda,Civic,2007,40726,4
AUTOMOVIL,Kia,Cerato,2018,44328,5
CAMIONETA,Chevrolet,Silverado,2008,53315,1620
AUTOMOVIL,Nissan,Versa,2019,44917,4
AUTOMOVIL,Chevrolet,Cruze,2009,41904,5
CAMIONETA,Toyota,Tacoma,2020,57506,1761
AUTOMOVIL,Honda,Civic,2010,42493,4
AUTOMOVIL,Kia,Cerato,2021,46095,5
CAMIONETA,Chevrolet,Silverado,2011,55082,752
AUTOMOVIL,Nissan,Versa,2022,46684,4
AUTOMOVIL,Chevrolet,Cruze,2012,43671,5
CAMIONETA,Toyota,Tacoma,2023,59273,893
AUTOMOVIL,Honda,Civic,2013,44260,4
AUTOMOVIL,Kia,Cerato,2024,47862,5
CAMIONETA,Chevrolet,Silverado,2014,56849,1034
AUTOMOVIL,Nissan,Versa,2025,48451,4
AUTOMOVIL,Chevrolet,Cruze,2015,45438,5
CAMIONETA,Toyota,Tacoma,2005,54425,1175
AUTOMOVIL,Honda,Civic,2016,46027,4
AUTOMOVIL,Kia,Cerato,2006,43014,5
CAMIONETA,Chevrolet,Silverado,2017,58616,1316
AUTOMOVIL,Nissan,Versa,2007,43603,4
AUTOMOVIL,Chevrolet,Cruze,2018,47205,5
CAMIONETA,Toyota,Tacoma,2008,56192,1457
AUTOMOVIL,Honda,Civic,2019,47794,4
AUTOMOVIL,Kia,Cerato,2009,44781,5
CAMIONETA,Chevrolet,Silverado,2020,60383,1598
AUTOMOVIL,Nissan,Versa,2010,45370,4
AUTOMOVIL,Chevrolet,Cruze,2021,48972,5
CAMIONETA,Toyota,Tacoma,2011,57959,1739
AUTOMOVIL,Honda,Civic,2022,49561,4
AUTOMOVIL,Kia,Cerato,2012,46548,5
CAMIONETA,Chevrolet,Silverado,2023,62150,730
AUTOMOVIL,Nissan,Versa,2013,47137,4
AUTOMOVIL,Chevrolet,Cruze,2024,50739,5
CAMIONETA,Toyota,Tacoma,2014,59726,871
AUTOMOVIL,Honda,Civic,2025,51328,4
AUTOMOVIL,Kia,Cerato,2015,48315,5
CAMIONETA,Chevrolet,Silverado,2005,57302,1012
AUTOMOVIL,Nissan,Versa,2016,48904,4
AUTOMOVIL,Chevrolet,Cruze,2006,45891,5
CAMIONETA,Toyota,Tacoma,2017,61493,1153
AUTOMOVIL,Honda,Civic,2007,46480,4
AUTOMOVIL,Kia,Cerato,2018,50082,5
CAMIONETA,Chevrolet,Silverado,2008,59069,1294
AUTOMOVIL,Nissan,Versa,2019,50671,4
AUTOMOVIL,Chevrolet,Cruze,2009,47658,5
CAMIONETA,Toyota,Tacoma,2020,63260,1435
AUTOMOVIL,Honda,Civic,2010,48247,4
AUTOMOVIL,Kia,Cerato,2021,51849,5
CAMIONETA,Chevrolet,Silverado,2011,60836,1576
AUTOMOVIL,Nissan,Versa,2022,52438,4
AUTOMOVIL,Chevrolet,Cruze,2012,49425,5
CAMIONETA,Toyota,Tacoma,2023,65027,1717
AUTOMOVIL,Honda,Civic,2013,50014,4
AUTOMOVIL,Kia,Cerato,2024,53616,5
CAMIONETA,Chevrolet,Silverado,2014,62603,708
AUTOMOVIL,Nissan,Versa,2025,54205,4
AUTOMOVIL,Chevrolet,Cruze,2015,51192,5
CAMIONETA,Toyota,Tacoma,2005,60179,849
AUTOMOVIL,Honda,Civic,2016,51781,4
AUTOMOVIL,Kia,Cerato,2006,48768,5
CAMIONETA,Chevrolet,Silverado,2017,64370,990
AUTOMOVIL,Nissan,Versa,2007,49357,4
AUTOMOVIL,Chevrolet,Cruze,2018,52959,5
CAMIONETA,Toyota,Tacoma,2008,61946,1131
AUTOMOVIL,Honda,Civic,2019,53548,4
AUTOMOVIL,Kia,Cerato,2009,50535,5
CAMIONETA,Chevrolet,Silverado,2020,66137,1272
AUTOMOVIL,Nissan,Versa,2010,51124,4
AUTOMOVIL,Chevrolet,Cruze,2021,54726,5
CAMIONETA,Toyota,Tacoma,2011,63713,1413
AUTOMOVIL,Honda,Civic,2022,55315,4
AUTOMOVIL,Kia,Cerato,2012,52302,5
CAMIONETA,Chevrolet,Silverado,2023,67904,1554
AUTOMOVIL,Nissan,Versa,2013,52891,4
AUTOMOVIL,Chevrolet,Cruze,2024,56493,5
CAMIONETA,Toyota,Tacoma,2014,65480,1695
AUTOMOVIL,Honda,Civic,2025,57082,4
AUTOMOVIL,Kia,Cerato,2015,54069,5
CAMIONETA,Chevrolet,Silverado,2005,63056,686
AUTOMOVIL,Nissan,Versa,2016,54658,4
AUTOMOVIL,Chevrolet,Cruze,2006,51645,5
CAMIONETA,Toyota,Tacoma,2017,67247,827
AUTOMOVIL,Honda,Civic,2007,52234,4
AUTOMOVIL,Kia,Cerato,2018,55836,5
CAMIONETA,Chevrolet,Silverado,2008,64823,968
AUTOMOVIL,Nissan,Versa,2019,56425,4
AUTOMOVIL,Chevrolet,Cruze,2009,53412,5
CAMIONETA,Toyota,Tacoma,2020,69014,1109
AUTOMOVIL,Honda,Civic,2010,54001,4
AUTOMOVIL,Kia,Cerato,2021,57603,5
CAMIONETA,Chevrolet,Silverado,2011,66590,1250
AUTOMOVIL,Nissan,Versa,2022,58192,4
AUTOMOVIL,Chevrolet,Cruze,2012,55179,5
CAMIONETA,Toyota,Tacoma,2023,70781,1391
AUTOMOVIL,Honda,Civic,2013,55768,4
AUTOMOVIL,Kia,Cerato,2024,59370,5
CAMIONETA,Chevrolet,Silverado,2014,68357,1532
AUTOMOVIL,Nissan,Versa,2025,59959,4
AUTOMOVIL,Chevrolet,Cruze,2015,56946,5
CAMIONETA,Toyota,Tacoma,2005,65933,1673
AUTOMOVIL,Honda,Civic,2016,57535,4
AUTOMOVIL,Kia,Cerato,2006,54522,5
CAMIONETA,Chevrolet,Silverado,2017,70124,664
AUTOMOVIL,Nissan,Versa,2007,55111,4
AUTOMOVIL,Chevrolet,Cruze,2018,16713,5
CAMIONETA,Toyota,Tacoma,2008,25700,805
AUTOMOVIL,Honda,Civic,2019,17302,4
AUTOMOVIL,Kia,Cerato,2009,14289,5
CAMIONETA,Chevrolet,Silverado,2020,29891,946
AUTOMOVIL,Nissan,Versa,2010,14878,4
AUTOMOVIL,Chevrolet,Cruze,2021,18480,5
CAMIONETA,Toyota,Tacoma,2011,27467,1087
AUTOMOVIL,Honda,Civic,2022,19069,4
AUTOMOVIL,Kia,Cerato,2012,16056,5
CAMIONETA,Chevrolet,Silverado,2023,31658,1228
AUTOMOVIL,Nissan,Versa,2013,16645,4
AUTOMOVIL,Chevrolet,Cruze,2024,20247,5
CAMIONETA,Toyota,Tacoma,2014,29234,1369
AUTOMOVIL,Honda,Civic,2025,20836,4
AUTOMOVIL,Kia,Cerato,2015,17823,5
CAMIONETA,Chevrolet,Silverado,2005,26810,1510
AUTOMOVIL,Nissan,Versa,2016,18412,4
AUTOMOVIL,Chevrolet,Cruze,2006,15399,5
CAMIONETA,Toyota,Tacoma,2017,31001,1651
AUTOMOVIL,Honda,Civic,2007,15988,4
AUTOMOVIL,Kia,Cerato,2018,19590,5
CAMIONETA,Chevrolet,Silverado,2008,28577,1792
AUTOMOVIL,Nissan,Versa,2019,20179,4
AUTOMOVIL,Chevrolet,Cruze,2009,17166,5
CAMIONETA,Toyota,Tacoma,2020,32768,783
AUTOMOVIL,Honda,Civic,2010,17755,4
AUTOMOVIL,Kia,Cerato,2021,21357,5
CAMIONETA,Chevrolet,Silverado,2011,30344,924
AUTOMOVIL,Nissan,Versa,2022,21946,4
AUTOMOVIL,Chevrolet,Cruze,2012,18933,5
CAMIONETA,Toyota,Tacoma,2023,34535,1065
AUTOMOVIL,Honda,Civic,2013,19522,4
AUTOMOVIL,Kia,Cerato,2024,23124,5
CAMIONETA,Chevrolet,Silverado,2014,32111,1206
AUTOMOVIL,Nissan,Versa,2025,23713,4
AUTOMOVIL,Chevrolet,Cruze,2015,20700,5
CAMIONETA,Toyota,Tacoma,2005,29687,1347
AUTOMOVIL,Honda,Civic,2016,21289,4
AUTOMOVIL,Kia,Cerato,2006,18276,5
CAMIONETA,Chevrolet,Silverado,2017,33878,1488
AUTOMOVIL,Nissan,Versa,2007,18865,4
AUTOMOVIL,Chevrolet,Cruze,2018,22467,5
CAMIONETA,Toyota,Tacoma,2008,31454,1629
AUTOMOVIL,Honda,Civic,2019,23056,4
AUTOMOVIL,Kia,Cerato,2009,20043,5
CAMIONETA,Chevrolet,Silverado,2020,35645,1770
AUTOMOVIL,Nissan,Versa,2010,20632,4
AUTOMOVIL,Chevrolet,Cruze,2021,24234,5
CAMIONETA,Toyota,Tacoma,2011,33221,761
AUTOMOVIL,Honda,Civic,2022,24823,4
AUTOMOVIL,Kia,Cerato,2012,21810,5
CAMIONETA,Chevrolet,Silverado,2023,37412,902
AUTOMOVIL,Nissan,Versa,2013,22399,4
AUTOMOVIL,Chevrolet,Cruze,2024,26001,5
CAMIONETA,Toyota,Tacoma,2014,34988,1043
AUTOMOVIL,Honda,Civic,2025,26590,4
AUTOMOVIL,Kia,Cerato,2015,23577,5
CAMIONETA,Chevrolet,Silverado,2005,32564,1184
AUTOMOVIL,Nissan,Versa,2016,24166,4
AUTOMOVIL,Chevrolet,Cruze,2006,21153,5
CAMIONETA,Toyota,Tacoma,2017,36755,1325
AUTOMOVIL,Honda,Civic,2007,21742,4
AUTOMOVIL,Kia,Cerato,2018,25344,5
CAMIONETA,Chevrolet,Silverado,2008,34331,1466
AUTOMOVIL,Nissan,Versa,2019,25933,4
AUTOMOVIL,Chevrolet,Cruze,2009,22920,5
CAMIONETA,Toyota,Tacoma,2020,38522,1607
AUTOMOVIL,Honda,Civic,2010,23509,4
AUTOMOVIL,Kia,Cerato,2021,27111,5
CAMIONETA,Chevrolet,Silverado,2011,36098,1748
AUTOMOVIL,Nissan,Versa,2022,27700,4
AUTOMOVIL,Chevrolet,Cruze,2012,24687,5
CAMIONETA,Toyota,Tacoma,2023,40289,739
AUTOMOVIL,Honda,Civic,2013,25276,4
AUTOMOVIL,Kia,Cerato,2024,28878,5
CAMIONETA,Chevrolet,Silverado,2014,37865,880
AUTOMOVIL,Nissan,Versa,2025,29467,4
AUTOMOVIL,Chevrolet,Cruze,2015,26454,5
CAMIONETA,Toyota,Tacoma,2005,35441,1021
AUTOMOVIL,Honda,Civic,2016,27043,4
AUTOMOVIL,Kia,Cerato,2006,24030,5
CAMIONETA,Chevrolet,Silverado,2017,39632,1162
AUTOMOVIL,Nissan,Versa,2007,24619,4
AUTOMOVIL,Chevrolet,Cruze,2018,28221,5
CAMIONETA,Toyota,Tacoma,2008,37208,1303
AUTOMOVIL,Honda,Civic,2019,28810,4
AUTOMOVIL,Kia,Cerato,2009,25797,5
CAMIONETA,Chevrolet,Silverado,2020,41399,1444
AUTOMOVIL,Nissan,Versa,2010,26386,4
AUTOMOVIL,Chevrolet,Cruze,2021,29988,5
CAMIONETA,Toyota,Tacoma,2011,38975,1585
AUTOMOVIL,Honda,Civic,2022,30577,4
AUTOMOVIL,Kia,Cerato,2012,27564,5
CAMIONETA,Chevrolet,Silverado,2023,43166,1726
AUTOMOVIL,Nissan,Versa,2013,28153,4
AUTOMOVIL,Chevrolet,Cruze,2024,31755,5
CAMIONETA,Toyota,Tacoma,2014,40742,717
AUTOMOVIL,Honda,Civic,2025,32344,4
AUTOMOVIL,Kia,Cerato,2015,29331,5
CAMIONETA,Chevrolet,Silverado,2005,38318,858
AUTOMOVIL,Nissan,Versa,2016,29920,4
AUTOMOVIL,Chevrolet,Cruze,2006,26907,5
CAMIONETA,Toyota,Tacoma,2017,42509,999
AUTOMOVIL,Honda,Civic,2007,27496,4
AUTOMOVIL,Kia,Cerato,2018,31098,5
CAMIONETA,Chevrolet,Silverado,2008,40085,1140
AUTOMOVIL,Nissan,Versa,2019,31687,4
AUTOMOVIL,Chevrolet,Cruze,2009,28674,5
CAMIONETA,Toyota,Tacoma,2020,44276,1281
AUTOMOVIL,Honda,Civic,2010,29263,4
AUTOMOVIL,Kia,Cerato,2021,32865,5
CAMIONETA,Chevrolet,Silverado,2011,41852,1422
AUTOMOVIL,Nissan,Versa,2022,33454,4
AUTOMOVIL,Chevrolet,Cruze,2012,30441,5
CAMIONETA,Toyota,Tacoma,2023,46043,1563
AUTOMOVIL,Honda,Civic,2013,31030,4
AUTOMOVIL,Kia,Cerato,2024,34632,5
CAMIONETA,Chevrolet,Silverado,2014,43619,1704
AUTOMOVIL,Nissan,Versa,2025,35221,4
AUTOMOVIL,Chevrolet,Cruze,2015,32208,5
CAMIONETA,Toyota,Tacoma,2005,41195,695
AUTOMOVIL,Honda,Civic,2016,32797,4
AUTOMOVIL,Kia,Cerato,2006,29784,5
CAMIONETA,Chevrolet,Silverado,2017,45386,836
AUTOMOVIL,Nissan,Versa,2007,30373,4
AUTOMOVIL,Chevrolet,Cruze,2018,33975,5
CAMIONETA,Toyota,Tacoma,2008,42962,977
AUTOMOVIL,Honda,Civic,2019,34564,4
AUTOMOVIL,Kia,Cerato,2009,31551,5
CAMIONETA,Chevrolet,Silverado,2020,47153,1118
AUTOMOVIL,Nissan,Versa,2010,32140,4
AUTOMOVIL,Chevrolet,Cruze,2021,35742,5
CAMIONETA,Toyota,Tacoma,2011,44729,1259
AUTOMOVIL,Honda,Civic,2022,36331,4
AUTOMOVIL,Kia,Cerato,2012,33318,5
CAMIONETA,Chevrolet,Silverado,2023,48920,1400
AUTOMOVIL,Nissan,Versa,2013,33907,4
AUTOMOVIL,Chevrolet,Cruze,2024,37509,5
CAMIONETA,Toyota,Tacoma,2014,46496,1541
AUTOMOVIL,Honda,Civic,2025,38098,4
AUTOMOVIL,Kia,Cerato,2015,35085,5
CAMIONETA,Chevrolet,Silverado,2005,44072,1682
AUTOMOVIL,Nissan,Versa,2016,35674,4
AUTOMOVIL,Chevrolet,Cruze,2006,32661,5
CAMIONETA,Toyota,Tacoma,2017,48263,673
AUTOMOVIL,Honda,Civic,2007,33250,4
AUTOMOVIL,Kia,Cerato,2018,36852,5
CAMIONETA,Chevrolet,Silverado,2008,45839,814
AUTOMOVIL,Nissan,Versa,2019,37441,4
AUTOMOVIL,Chevrolet,Cruze,2009,34428,5
CAMIONETA,Toyota,Tacoma,2020,50030,955
AUTOMOVIL,Honda,Civic,2010,35017,4
AUTOMOVIL,Kia,Cerato,2021,38619,5
CAMIONETA,Chevrolet,Silverado,2011,47606,1096
AUTOMOVIL,Nissan,Versa,2022,39208,4
AUTOMOVIL,Chevrolet,Cruze,2012,36195,5
CAMIONETA,Toyota,Tacoma,2023,51797,1237
AUTOMOVIL,Honda,Civic,2013,36784,4
AUTOMOVIL,Kia,Cerato,2024,40386,5
CAMIONETA,Chevrolet,Silverado,2014,49373,1378
AUTOMOVIL,Nissan,Versa,2025,40975,4
AUTOMOVIL,Chevrolet,Cruze,2015,37962,5
CAMIONETA,Toyota,Tacoma,2005,46949,1519
AUTOMOVIL,Honda,Civic,2016,38551,4
AUTOMOVIL,Kia,Cerato,2006,35538,5
CAMIONETA,Chevrolet,Silverado,2017,51140,1660
AUTOMOVIL,Nissan,Versa,2007,36127,4
AUTOMOVIL,Chevrolet,Cruze,2018,39729,5
CAMIONETA,Toyota,Tacoma,2008,48716,651
AUTOMOVIL,Honda,Civic,2019,40318,4
AUTOMOVIL,Kia,Cerato,2009,37305,5
CAMIONETA,Chevrolet,Silverado,2020,52907,792
AUTOMOVIL,Nissan,Versa,2010,37894,4
AUTOMOVIL,Chevrolet,Cruze,2021,41496,5
CAMIONETA,Toyota,Tacoma,2011,50483,933
AUTOMOVIL,Honda,Civic,2022,42085,4
AUTOMOVIL,Kia,Cerato,2012,39072,5
CAMIONETA,Chevrolet,Silverado,2023,54674,1074
AUTOMOVIL,Nissan,Versa,2013,39661,4
AUTOMOVIL,Chevrolet,Cruze,2024,43263,5
CAMIONETA,Toyota,Tacoma,2014,52250,1215
AUTOMOVIL,Honda,Civic,2025,43852,4
AUTOMOVIL,Kia,Cerato,2015,40839,5
CAMIONETA,Chevrolet,Silverado,2005,49826,1356
AUTOMOVIL,Nissan,Versa,2016,41428,4
AUTOMOVIL,Chevrolet,Cruze,2006,38415,5
CAMIONETA,Toyota,Tacoma,2017,54017,1497
AUTOMOVIL,Honda,Civic,2007,39004,4
AUTOMOVIL,Kia,Cerato,2018,42606,5
CAMIONETA,Chevrolet,Silverado,2008,51593,1638
AUTOMOVIL,Nissan,Versa,2019,43195,4
AUTOMOVIL,Chevrolet,Cruze,2009,40182,5
CAMIONETA,Toyota,Tacoma,2020,55784,1779
AUTOMOVIL,Honda,Civic,2010,40771,4
AUTOMOVIL,Kia,Cerato,2021,44373,5
CAMIONETA,Chevrolet,Silverado,2011,53360,770
AUTOMOVIL,Nissan,Versa,2022,44962,4
AUTOMOVIL,Chevrolet,Cruze,2012,41949,5
CAMIONETA,Toyota,Tacoma,2023,57551,911
AUTOMOVIL,Honda,Civic,2013,42538,4
AUTOMOVIL,Kia,Cerato,2024,46140,5
CAMIONETA,Chevrolet,Silverado,2014,55127,1052
AUTOMOVIL,Nissan,Versa,2025,46729,4
AUTOMOVIL,Chevrolet,Cruze,2015,43716,5
CAMIONETA,Toyota,Tacoma,2005,52703,1193
AUTOMOVIL,Honda,Civic,2016,44305,4
AUTOMOVIL,Kia,Cerato,2006,41292,5
CAMIONETA,Chevrolet,Silverado,2017,56894,1334
AUTOMOVIL,Nissan,Versa,2007,41881,4
AUTOMOVIL,Chevrolet,Cruze,2018,45483,5
CAMIONETA,Toyota,Tacoma,2008,54470,1475
AUTOMOVIL,Honda,Civic,2019,46072,4
AUTOMOVIL,Kia,Cerato,2009,43059,5
CAMIONETA,Chevrolet,Silverado,2020,58661,1616
AUTOMOVIL,Nissan,Versa,2010,43648,4
AUTOMOVIL,Chevrolet,Cruze,2021,47250,5
CAMIONETA,Toyota,Tacoma,2011,56237,1757
AUTOMOVIL,Honda,Civic,2022,47839,4
AUTOMOVIL,Kia,Cerato,2012,44826,5
CAMIONETA,Chevrolet,Silverado,2023,60428,748
AUTOMOVIL,Nissan,Versa,2013,45415,4
AUTOMOVIL,Chevrolet,Cruze,2024,49017,5
CAMIONETA,Toyota,Tacoma,2014,58004,889
AUTOMOVIL,Honda,Civic,2025,49606,4
AUTOMOVIL,Kia,Cerato,2015,46593,5
CAMIONETA,Chevrolet,Silverado,2005,55580,1030
AUTOMOVIL,Nissan,Versa,2016,47182,4
AUTOMOVIL,Chevrolet,Cruze,2006,44169,5
CAMIONETA,Toyota,Tacoma,2017,59771,1171
AUTOMOVIL,Honda,Civic,2007,44758,4
AUTOMOVIL,Kia,Cerato,2018,48360,5
CAMIONETA,Chevrolet,Silverado,2008,57347,1312
AUTOMOVIL,Nissan,Versa,2019,48949,4
AUTOMOVIL,Chevrolet,Cruze,2009,45936,5
CAMIONETA,Toyota,Tacoma,2020,61538,1453
AUTOMOVIL,Honda,Civic,2010,46525,4
AUTOMOVIL,Kia,Cerato,2021,50127,5
CAMIONETA,Chevrolet,Silverado,2011,59114,1594
AUTOMOVIL,Nissan,Versa,2022,50716,4
AUTOMOVIL,Chevrolet,Cruze,2012,47703,5
CAMIONETA,Toyota,Tacoma,2023,63305,1735
AUTOMOVIL,Honda,Civic,2013,48292,4
AUTOMOVIL,Kia,Cerato,2024,51894,5
CAMIONETA,Chevrolet,Silverado,2014,60881,726
AUTOMOVIL,Nissan,Versa,2025,52483,4
AUTOMOVIL,Chevrolet,Cruze,2015,49470,5
CAMIONETA,Toyota,Tacoma,2005,58457,867
AUTOMOVIL,Honda,Civic,2016,50059,4
AUTOMOVIL,Kia,Cerato,2006,47046,5
CAMIONETA,Chevrolet,Silverado,2017,62648,1008
AUTOMOVIL,Nissan,Versa,2007,47635,4
AUTOMOVIL,Chevrolet,Cruze,2018,51237,5
CAMIONETA,Toyota,Tacoma,2008,60224,1149
AUTOMOVIL,Honda,Civic,2019,51826,4
AUTOMOVIL,Kia,Cerato,2009,48813,5
CAMIONETA,Chevrolet,Silverado,2020,64415,1290
AUTOMOVIL,Nissan,Versa,2010,49402,4
AUTOMOVIL,Chevrolet,Cruze,2021,53004,5
CAMIONETA,Toyota,Tacoma,2011,61991,1431
AUTOMOVIL,Honda,Civic,2022,53593,4
AUTOMOVIL,Kia,Cerato,2012,50580,5
CAMIONETA,Chevrolet,Silverado,2023,66182,1572
AUTOMOVIL,Nissan,Versa,2013,51169,4
AUTOMOVIL,Chevrolet,Cruze,2024,54771,5
CAMIONETA,Toyota,Tacoma,2014,63758,1713
AUTOMOVIL,Honda,Civic,2025,55360,4
AUTOMOVIL,Kia,Cerato,2015,52347,5
CAMIONETA,Chevrolet,Silverado,2005,61334,704
AUTOMOVIL,Nissan,Versa,2016,52936,4
AUTOMOVIL,Chevrolet,Cruze,2006,49923,5
CAMIONETA,Toyota,Tacoma,2017,65525,845
AUTOMOVIL,Honda,Civic,2007,50512,4
AUTOMOVIL,Kia,Cerato,2018,54114,5
CAMIONETA,Chevrolet,Silverado,2008,63101,986
AUTOMOVIL,Nissan,Versa,2019,54703,4
AUTOMOVIL,Chevrolet,Cruze,2009,51690,5
CAMIONETA,Toyota,Tacoma,2020,67292,1127
AUTOMOVIL,Honda,Civic,2010,52279,4
AUTOMOVIL,Kia,Cerato,2021,55881,5
CAMIONETA,Chevrolet,Silverado,2011,64868,1268
AUTOMOVIL,Nissan,Versa,2022,56470,4
AUTOMOVIL,Chevrolet,Cruze,2012,53457,5
CAMIONETA,Toyota,Tacoma,2023,69059,1409
AUTOMOVIL,Honda,Civic,2013,54046,4
AUTOMOVIL,Kia,Cerato,2024,57648,5
CAMIONETA,Chevrolet,Silverado,2014,66635,1550
AUTOMOVIL,Nissan,Versa,2025,58237,4
AUTOMOVIL,Chevrolet,Cruze,2015,55224,5
CAMIONETA,Toyota,Tacoma,2005,64211,1691
AUTOMOVIL,Honda,Civic,2016,55813,4
AUTOMOVIL,Kia,Cerato,2006,52800,5
CAMIONETA,Chevrolet,Silverado,2017,68402,682
AUTOMOVIL,Nissan,Versa,2007,53389,4
AUTOMOVIL,Chevrolet,Cruze,2018,56991,5
CAMIONETA,Toyota,Tacoma,2008,65978,823
AUTOMOVIL,Honda,Civic,2019,57580,4
AUTOMOVIL,Kia,Cerato,2009,54567,5
CAMIONETA,Chevrolet,Silverado,2020,70169,964
AUTOMOVIL,Nissan,Versa,2010,55156,4
AUTOMOVIL,Chevrolet,Cruze,2021,58758,5
CAMIONETA,Toyota,Tacoma,2011,67745,1105
AUTOMOVIL,Honda,Civic,2022,59347,4
AUTOMOVIL,Kia,Cerato,2012,56334,5
CAMIONETA,Chevrolet,Silverado,2023,71936,1246
AUTOMOVIL,Nissan,Versa,2013,56923,4
AUTOMOVIL,Chevrolet,Cruze,2024,18525,5
CAMIONETA,Toyota,Tacoma,2014,27512,1387
AUTOMOVIL,Honda,Civic,2025,19114,4
AUTOMOVIL,Kia,Cerato,2015,16101,5
CAMIONETA,Chevrolet,Silverado,2005,25088,1528
AUTOMOVIL,Nissan,Versa,2016,16690,4
AUTOMOVIL,Chevrolet,Cruze,2006,13677,5
CAMIONETA,Toyota,Tacoma,2017,29279,1669
AUTOMOVIL,Honda,Civic,2007,14266,4
AUTOMOVIL,Kia,Cerato,2018,17868,5
CAMIONETA,Chevrolet,Silverado,2008,26855,660
AUTOMOVIL,Nissan,Versa,2019,18457,4
AUTOMOVIL,Chevrolet,Cruze,2009,15444,5
CAMIONETA,Toyota,Tacoma,2020,31046,801
AUTOMOVIL,Honda,Civic,2010,16033,4
AUTOMOVIL,Kia,Cerato,2021,19635,5
CAMIONETA,Chevrolet,Silverado,2011,28622,942
AUTOMOVIL,Nissan,Versa,2022,20224,4
AUTOMOVIL,Chevrolet,Cruze,2012,17211,5
CAMIONETA,Toyota,Tacoma,2023,32813,1083
AUTOMOVIL,Honda,Civic,2013,17800,4
AUTOMOVIL,Kia,Cerato,2024,21402,5
CAMIONETA,Chevrolet,Silverado,2014,30389,1224
AUTOMOVIL,Nissan,Versa,2025,21991,4
AUTOMOVIL,Chevrolet,Cruze,2015,18978,5
CAMIONETA,Toyota,Tacoma,2005,27965,1365
AUTOMOVIL,Honda,Civic,2016,19567,4
AUTOMOVIL,Kia,Cerato,2006,16554,5
CAMIONETA,Chevrolet,Silverado,2017,32156,1506
AUTOMOVIL,Nissan,Versa,2007,17143,4
AUTOMOVIL,Chevrolet,Cruze,2018,20745,5
CAMIONETA,Toyota,Tacoma,2008,29732,1647
AUTOMOVIL,Honda,Civic,2019,21334,4
AUTOMOVIL,Kia,Cerato,2009,18321,5
CAMIONETA,Chevrolet,Silverado,2020,33923,1788
AUTOMOVIL,Nissan,Versa,2010,18910,4
AUTOMOVIL,Chevrolet,Cruze,2021,22512,5
CAMIONETA,Toyota,Tacoma,2011,31499,779
AUTOMOVIL,Honda,Civic,2022,23101,4
AUTOMOVIL,Kia,Cerato,2012,20088,5
CAMIONETA,Chevrolet,Silverado,2023,35690,920
AUTOMOVIL,Nissan,Versa,2013,20677,4
AUTOMOVIL,Chevrolet,Cruze,2024,24279,5
CAMIONETA,Toyota,Tacoma,2014,33266,1061
AUTOMOVIL,Honda,Civic,2025,24868,4
AUTOMOVIL,Kia,Cerato,2015,21855,5
CAMIONETA,Chevrolet,Silverado,2005,30842,1202
AUTOMOVIL,Nissan,Versa,2016,22444,4
AUTOMOVIL,Chevrolet,Cruze,2006,19431,5
CAMIONETA,Toyota,Tacoma,2017,35033,1343
AUTOMOVIL,Honda,Civic,2007,20020,4
AUTOMOVIL,Kia,Cerato,2018,23622,5
CAMIONETA,Chevrolet,Silverado,2008,32609,1484
AUTOMOVIL,Nissan,Versa,2019,24211,4
AUTOMOVIL,Chevrolet,Cruze,2009,21198,5
CAMIONETA,Toyota,Tacoma,2020,36800,1625
AUTOMOVIL,Honda,Civic,2010,21787,4
AUTOMOVIL,Kia,Cerato,2021,25389,5
CAMIONETA,Chevrolet,Silverado,2011,34376,1766
AUTOMOVIL,Nissan,Versa,2022,25978,4
AUTOMOVIL,Chevrolet,Cruze,2012,22965,5
CAMIONETA,Toyota,Tacoma,2023,38567,757
AUTOMOVIL,Honda,Civic,2013,23554,4
AUTOMOVIL,Kia,Cerato,2024,27156,5
CAMIONETA,Chevrolet,Silverado,2014,36143,898
AUTOMOVIL,Nissan,Versa,2025,27745,4
AUTOMOVIL,Chevrolet,Cruze,2015,24732,5
CAMIONETA,Toyota,Tacoma,2005,33719,1039
AUTOMOVIL,Honda,Civic,2016,25321,4
AUTOMOVIL,Kia,Cerato,2006,22308,5
CAMIONETA,Chevrolet,Silverado,2017,37910,1180
AUTOMOVIL,Nissan,Versa,2007,22897,4
AUTOMOVIL,Chevrolet,Cruze,2018,26499,5
CAMIONETA,Toyota,Tacoma,2008,35486,1321
AUTOMOVIL,Honda,Civic,2019,27088,4
AUTOMOVIL,Kia,Cerato,2009,24075,5
CAMIONETA,Chevrolet,Silverado,2020,39677,1462
AUTOMOVIL,Nissan,Versa,2010,24664,4
AUTOMOVIL,Chevrolet,Cruze,2021,28266,5
CAMIONETA,Toyota,Tacoma,2011,37253,1603
AUTOMOVIL,Honda,Civic,2022,28855,4
AUTOMOVIL,Kia,Cerato,2012,25842,5
CAMIONETA,Chevrolet,Silverado,2023,41444,1744
AUTOMOVIL,Nissan,Versa,2013,26431,4
AUTOMOVIL,Chevrolet,Cruze,2024,30033,5
CAMIONETA,Toyota,Tacoma,2014,39020,735
AUTOMOVIL,Honda,Civic,2025,30622,4
